duration,src_bytes ,dst_bytes ,land ,wrong_fragment ,urgent ,hot ,num_failed_logins ,logged_in ,num_compromised ,root_shell ,su_attempted ,num_root ,num_file_creations ,num_shells ,num_access_files ,num_outbound_cmds ,is_host_login ,is_guest_login ,count ,srv_count ,serror_rate ,srv_serror_rate ,rerror_rate ,srv_rerror_rate ,same_srv_rate ,diff_srv_rate ,srv_diff_host_rate ,dst_host_count ,dst_host_srv_count ,dst_host_same_srv_rate ,dst_host_diff_srv_rate ,dst_host_same_src_port_rate ,dst_host_srv_diff_host_rate ,dst_host_serror_rate ,dst_host_srv_serror_rate ,'dst_host_srv_rerror_rate' ,dst_host_srv_rerror_rate �,label
0,224,6874,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,3,255,1,0,0.33,0.06,0,0,0,0,1
0,290,1704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,20,255,1,0,0.05,0.02,0,0,0,0,1
0,242,16819,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0.43,0.43,1,0,0,128,255,1,0,0.01,0.01,0,0,0.03,0.02,1
0,197,7204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,32,167,1,0,0.03,0.03,0,0,0,0,1
1,1492,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,1,244,165,0.63,0.02,0,0.01,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.5,0.5,0,0,1,0,0,153,115,0.35,0.05,0.01,0.02,0.01,0.01,0,0,1
0,303,6833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,34,255,1,0,0.03,0.05,0,0,0,0,1
0,258,12037,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,246,1600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,36,0,0,0,0,1,0,0.14,138,255,1,0,0.01,0.02,0,0,0,0,1
0,312,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,255,246,0.96,0.02,0,0,0,0,0,0,1
0,201,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,0,255,114,0.45,0.02,0.45,0,0,0,0,0,1
0,222,2446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,1,0,0.05,255,255,1,0,0,0,0,0,0,0,1
0,290,2107,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0.2,60,255,1,0,0.02,0.01,0,0,0,0,1
0,11376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,255,45,0.18,0.02,0.18,0,0,0,0.72,0,1
0,306,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0,0,1
0,308,608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,41,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,1
0,199,749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,1,0,0.22,158,255,1,0,0.01,0.05,0,0,0,0,1
0,280,9544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0.5,169,255,1,0,0.01,0.03,0,0,0.01,0,1
0,186,15495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,10,255,1,0,0.1,0.07,0,0,0,0,1
0,44,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,0,0,0,0,1,0,0,255,239,0.94,0.01,0,0,0,0,0,0,1
0,197,380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,24,0,0,0,0,1,0,0.12,201,255,1,0,0,0.02,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,166,1,0,0.33,0.23,0,0,1,1,1
0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,55,9,0.09,0.09,0.02,0.22,0,0,0,0,1
0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,113,0.44,0.01,0.56,0,0,0,0,0,1
1,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,64,26,0.41,0.05,0.05,0,0,0,0,0,1
0,289,2488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1
0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,129,0,0,0,0,1,0,0.02,255,255,1,0,0.01,0,0,0,0,0,1
9114,1121,7999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,29,11,0.38,0.07,0.03,0,0.14,0.36,0.17,0.45,1
0,235,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,60,0,0,0,0,1,0,0.03,255,255,1,0,0,0,0,0,0,0,1
0,299,1129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.05,0,0,0,0,1
10,664,333,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,5,207,1,0,0.2,0.01,0,0,0,0,1
3,1770,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,152,248,0.97,0.01,0.01,0.01,0,0,0,0,1
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,276,2924,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,88,255,1,0,0.01,0.02,0,0,0,0,1
0,299,1380,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,240,0.94,0.01,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0.5,1,0,1,181,174,0.69,0.02,0.01,0.01,0.01,0.01,0.03,0.03,1
0,296,943,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,68,255,1,0,0.01,0.02,0.04,0.01,0,0.01,1
0,224,8621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,18,0,0,0,0,1,0,0.22,14,255,1,0,0.07,0.07,0,0,0,0,1
10,2376,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,149,166,0.55,0.03,0.01,0.01,0,0,0,0,1
0,210,566,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,15,255,1,0,0.07,0.01,0,0,0,0,1
0,327,1695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,1,0,0.27,255,255,1,0,0,0,0,0,0,0,1
0,306,1319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,1,0,0.31,218,255,1,0,0,0.02,0,0,0,0,1
1,1211,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,20,194,0.8,0.15,0.05,0.01,0,0,0,0,1
0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,188,0,0,0,0,0.99,0.01,0,255,254,1,0.01,0.01,0,0,0,0,0,1
0,43,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,231,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,1
0,229,8015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1,0,0.29,243,255,1,0,0.01,0.01,0,0,0,0,1
0,307,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,228,24786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,99,255,1,0,0.01,0.01,0,0,0,0,1
0,211,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,20,0,0,0,0,1,0,0.1,255,255,1,0,0,0,0,0,0,0,1
59,259,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,164,164,1,0,0.01,0,0,0,0,0,1
0,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,1,0,0.5,255,255,1,0,0.02,0,0,0,0,0,1
0,538,6471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,1
0,43,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,148,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,1
0,283,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.75,2,255,1,0,0.5,0.06,0,0,0,0,1
0,341,786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,1
0,10389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,103,63,0.22,0.06,0.22,0.03,0.01,0.02,0,0,1
0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,112,0,0,0,0,1,0,0.03,255,255,1,0,0,0,0,0,0,0,1
0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,121,109,0.17,0.02,0.17,0.02,0.07,0,0.01,0,1
0,43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,261,0,0,0,0,1,0,0,255,200,0.78,0.01,0,0,0,0,0,0,1
2,1243,366,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,163,115,0.71,0.02,0.01,0,0,0,0,0,1
0,318,495,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
2,2194619,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,10,35,0.6,0.4,0.6,0.06,0,0,0,0,1
0,78,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,1,0,0,255,166,0.65,0.01,0.17,0,0,0,0,0,1
0,43,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0.96,0.08,0,255,162,0.64,0.01,0,0,0,0,0,0,1
0,1637,338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,188,144,0.62,0.03,0.01,0.01,0.02,0.02,0,0,1
0,213,900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,1,0,0.2,130,255,1,0,0.01,0.02,0.01,0,0,0,1
1,1232,333,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,228,148,0.58,0.02,0,0.01,0,0,0,0,1
0,266,499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,12,255,1,0,0.08,0.04,0.08,0,0,0,1
0,285,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,1
0,286,1425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,221,225,1,0,0,0.01,0.01,0.01,0,0,1
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,41,26,0.15,0.12,0.15,0.08,0,0,0,0,1
0,223,3327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,1,0,0.14,19,255,1,0,0.05,0.06,0,0,0,0,1
0,200,1061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,1,0,0,18,255,1,0,0.06,0.06,0,0,0,0,1
0,45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,219,0,0,0,0,1,0,0.02,209,196,0.81,0.01,0.73,0.01,0,0,0.07,0,1
0,204,313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,297,753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,1
0,300,311,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,84,255,1,0,0.01,0.02,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,18,255,1,0,0.06,0.09,0,0,1,0.66,1
0,244,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0.01,0.01,1
0,771,374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,112,172,0.88,0.04,0.01,0.01,0,0,0,0,1
0,105,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0.25,0.25,0,255,237,0.93,0.01,0.01,0,0,0,0,0,1
0,254,5918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,330,13508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,24,24,1,0,0.04,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,255,1,0,0.33,0.26,0,0,1,1,1
4468,166,23376,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1
0,322,1408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,6,255,1,0,0.17,0.02,0,0,0,0,1
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,48,48,1,0,1,0,0,0,0,0,1
0,45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,169,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,298,3571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,169,255,1,0,0.01,0.02,0.01,0,0,0,1
0,252,273544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,247,0.97,0.01,0,0,0,0,0,0,1
0,4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,80,91,0.44,0.06,0.44,0.02,0,0,0,0,1
0,197,18881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,0.29,3,255,1,0,0.33,0.02,0,0,0,0,1
0,259,1541,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,79,255,1,0,0.01,0.04,0,0,0,0,1
0,1193,333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,37,39,0.97,0.05,0.03,0.05,0,0,0.05,0.05,1
0,46,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,255,235,0.92,0.01,0,0,0,0,0.02,0,1
1,1016,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,13,100,0.31,0.23,0.08,0.02,0,0,0,0,1
0,237,5250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0.67,41,255,1,0,0.02,0.05,0,0,0,0,1
0,219,6721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,45,255,1,0,0.02,0.07,0,0,0,0,1
0,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,1
0,43,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1,0,0.4,255,252,0.99,0.01,0,0,0,0,0,0,1
0,276,71903,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,24,255,1,0,0.04,0.02,0.04,0,0,0,1
0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,255,3,0.01,0.68,0.98,0,0,0,0,0,1
0,172,15119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,159,255,1,0,0.01,0.02,0,0,0.02,0.01,1
0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,206,0,0,0,0,1,0,0.01,255,236,0.93,0.01,0,0,0,0,0,0,1
0,237,3891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,200,267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,170,255,1,0,0.01,0.01,0,0,0,0,1
0,360,1738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,347,807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,231,1225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,176,255,1,0,0.01,0.01,0.01,0,0,0,1
0,224,4114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,208,255,1,0,0,0.01,0,0,0.04,0.04,1
0,201,2435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,43,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,265,0,0,0,0,1,0.01,0,255,254,1,0.01,0,0,0,0,0,0,1
0,226,3709,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,1,0,0.08,255,255,1,0,0,0,0,0,0,0,1
27,704,2070,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,100,31,0.31,0.07,0.01,0,0,0,0,0,1
0,186,14609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,1,0,0.1,205,255,1,0,0,0.02,0,0,0,0,1
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,19,125,1,0,1,0.43,0,0,0,0,1
0,285,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,27,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,1
0,272,4841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0.6,193,255,1,0,0.01,0.03,0,0,0,0,1
0,201,1148,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,0,0,15,69,1,0,0.07,0.06,0,0,0,0,1
0,286,1476,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,1,0,0.21,12,255,1,0,0.08,0.05,0,0,0,0,1
0,370,274,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,1,0,0,243,255,1,0,0,0.02,0,0,0,0,1
0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,146,12,0.05,0.01,0.01,0.17,0,0,0,0,1
0,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,888,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,95,203,0.79,0.04,0.01,0.01,0,0,0,0,1
0,268,656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,1,0,0.08,1,255,1,0,1,0.08,0,0,0,0,1
0,46,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,254,0,0,0,0,1,0,0,255,234,0.92,0.01,0,0,0,0,0,0,1
0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,166,18,0.05,0.02,0.05,0.11,0.01,0,0,0,1
0,257,1650,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,255,246,0.96,0.02,0,0,0,0,0,0,1
0,160,584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,1,0,0.1,200,255,1,0,0,0.01,0.01,0.01,0,0,1
0,210,10561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,1,0,0.2,8,255,1,0,0.12,0.04,0,0,0,0,1
0,292,263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,1,0,0.15,255,255,1,0,0,0,0,0,0,0,1
0,300,1444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,31,255,1,0,0.03,0.06,0,0,0,0,1
0,186,14515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0.07,1,0,0.27,32,255,1,0,0.03,0.03,0,0,0,0,1
0,334,479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,1
0,318,760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,90,175,1,0,0.01,0.02,0,0,0,0,1
0,305,928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,0,0.1,66,255,1,0,0.02,0.02,0,0,0,0,1
0,740,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,197,44,0.17,0.02,0.17,0.05,0,0,0,0,1
0,204,269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,146,255,1,0,0.01,0.02,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0,1,46,255,1,0,0.02,0.2,0,0,0.91,0.93,1
0,286,7833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,2,255,1,0,0.5,0.07,0,0,0,0,1
0,258,11758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,16,0,0,0,0,1,0,0.19,132,255,1,0,0.01,0.04,0.01,0.01,0,0,1
0,355,8377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0.29,255,255,1,0,0,0,0,0,0,0,1
0,276,365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,149,13592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,1,255,1,0,1,0.04,0,0,0,0,1
0,328,1831,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,4,255,1,0,0.25,0.04,0,0,0,0,1
0,46,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,151,0,0,0,0,1,0,0.01,255,254,1,0.01,0,0,0,0,0,0,1
0,42,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,158,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,1
1,1230,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,22,19,0.86,0.14,0.05,0,0,0,0,0,1
29,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0.5,255,240,0.94,0.02,0.06,0,0,0,0,0,1
0,330,772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,1
0,44,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,149,0,0,0,0,0.99,0.03,0.01,255,238,0.93,0.01,0,0,0,0,0,0,1
0,319,731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,0,11,255,1,0,0.09,0.02,0,0,0,0,1
0,8325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,0.16,0,0,0,0.05,0.63,0,128,1,0.01,0.22,0.32,0,0.05,0,0,0,1
0,275,337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0.25,0,0,1,0,0.75,255,255,1,0,0,0,0,0,0,0,1
0,223,923,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,0,0.4,205,255,1,0,0,0.02,0,0,0,0,1
0,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,41,52,1,0,1,0.04,0,0,0,0,1
0,323,2996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,1,0,0.33,4,255,1,0,0.25,0.07,0,0.01,0,0,1
0,2278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,58,10,0.17,0.07,0.17,0,0,0,0,0,1
8625,1788,9968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,23,6,0.26,0.13,0.04,0,0,0,0.26,1,1
0,317,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,255,1,0,1,0.04,0,0,0,0,1
0,332,1394,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,23,23,0,0,0,0,1,0,0,141,255,1,0,0.01,0.02,0.01,0,0,0,1
0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0.5,1,0,255,37,0.15,0.01,0.66,0,0,0,0,0,1
